,StartDate,EndDate,ResponseId,Artist,Art_practice,Purchase_art,Professional_artist,AI_models_familiarity,Used_AI_art_models,Styleof_ownedby_AI_user,Styleof_ownedby_OG_artist,Styleof_ownedby_AI_company,Fair_compensation_tax_text,Required_disclosure,AI_pos_development_4art,AI_threat_2art_workers,Age,POC,Gender_identity,compensation_I_dont_need_profit,compensation_Other,compensation_donate_to_trainer,compensation_flat_fee,compensation_nocomp_but_no_forprofit,compensation_nocompt_noprofit4anyone,compensation_not_comfortable_with_any_listed_options,compensation_portion_from_derivatives,compensation_portion_from_model_creators,compensation_portion_of_any_profit_made,compensation_tax
60,2023-09-15 12:26:43,2023-09-15 12:30:34,R_1Ckn4aHhIkZVeUW,Somewhat,maker,Yes,No,AI art generally,No,1.0,1.0,1.0,,3.0,1.0,3.0,65 or older,No,Male,False,False,False,False,False,False,False,False,False,True,False
61,2023-09-15 12:25:53,2023-09-15 12:30:41,R_3nBetBArhkoiZLF,Somewhat,paint,Yes,No,text to image,Yes,,,1.0,,,1.0,,30-49,Yes,Male,False,False,False,False,False,False,False,False,False,True,False
62,2023-09-15 12:25:21,2023-09-15 12:31:15,R_1I4t9KGjk94pf8m,Yes,paint,Yes,No,none,No,,1.0,2.0,,,,1.0,18 - 29,No,Male,False,False,False,False,False,False,False,False,False,True,False
63,2023-09-15 12:24:50,2023-09-15 12:31:51,R_3KMJzCrlM6qEXHo,Yes,Photography,Yes,Yes,AI art generally,No,1.0,1.0,2.0,They should support the artists - and / or fund art-related programs,3.0,2.0,,30-49,Yes,Male,False,False,False,True,False,False,False,False,False,False,False
64,2023-09-15 12:27:50,2023-09-15 12:32:19,R_30uvwMr7GPgL4xT,Somewhat,paint,Yes,No,AI_Deeplearning_GANS,No,1.0,2.0,2.0,,,,3.0,30-49,Yes,Male,False,False,False,False,False,False,False,False,False,True,False
65,2023-09-15 12:29:42,2023-09-15 12:32:26,R_3249R6t9gbr6nHU,Yes,music,No,No,AI art generally,No,1.0,1.0,1.0,,,2.0,2.0,18 - 29,No,Male,False,False,False,False,False,False,False,False,False,True,False
66,2023-09-15 12:29:40,2023-09-15 12:32:27,R_dnEvPfKS1c8slfH,Somewhat,Photography,Yes,No,AI art generally,Yes,,3.0,,,,,,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
67,2023-09-15 12:26:57,2023-09-15 12:32:55,R_1hWoiDeIvbKGx4y,Somewhat,Photography,Yes,No,AI_Deeplearning_GANS,No,3.0,3.0,1.0,,1.0,,3.0,65 or older,No,Male,False,False,False,False,True,False,False,False,False,False,False
68,2023-09-15 12:30:40,2023-09-15 12:32:58,R_sTZfapfgtK6GSgV,Somewhat,Photography,Yes,No,AI art generally,No,,1.0,,,3.0,2.0,,30-49,No,Male,False,False,False,False,True,False,False,False,False,False,False
69,2023-09-15 12:29:16,2023-09-15 12:33:53,R_UWjASnWjsO8H1xn,Yes,paint,Yes,Yes,AI art generally,Yes,3.0,3.0,2.0,,3.0,3.0,,50-64,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
70,2023-09-15 12:31:46,2023-09-15 12:34:13,R_1CqZPoWWh3U07mO,Yes,drawing,No,No,none,Yes,2.0,2.0,2.0,,2.0,2.0,2.0,30-49,No,Male,True,False,False,False,False,False,False,False,False,False,False
71,2023-09-15 12:31:37,2023-09-15 12:34:15,R_2trpXpV3fCrVjWx,Somewhat,Photography,Yes,No,AI art generally,Yes,,,,Yes,,,3.0,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
72,2023-09-15 12:31:24,2023-09-15 12:34:43,R_tKdN4tFpXNePMGJ,Yes,Photography,Yes,No,AI art generally,Yes,3.0,3.0,3.0,,3.0,3.0,3.0,30-49,No,Male,True,False,False,False,False,False,False,False,False,False,False
73,2023-09-15 12:25:42,2023-09-15 12:35:13,R_3NWyK309V0yBuoa,Yes,paint,Yes,Yes,AI art generally,Yes,3.0,3.0,3.0,Rhey should support the artist,3.0,3.0,1.0,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
74,2023-09-15 12:33:11,2023-09-15 12:35:32,R_1rrFh8CxSId9JyX,Yes,paint,Yes,Yes,AI art generally,No,1.0,1.0,1.0,,3.0,1.0,1.0,30-49,No,Male,False,False,False,False,False,False,True,False,False,False,False
75,2023-09-15 12:32:04,2023-09-15 12:35:53,R_sdrzSsfiG0Sec3D,Somewhat,digital,Yes,No,AI art generally,Yes,1.0,,1.0,Public availability to art,3.0,2.0,,30-49,No,Male,False,False,False,False,False,False,False,False,True,False,False
76,2023-09-15 12:34:01,2023-09-15 12:36:01,R_3DV7w4StiaUqvn3,Yes,paint,Yes,Yes,AI art generally,Yes,,3.0,,,3.0,,3.0,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
77,2023-09-15 12:33:53,2023-09-15 12:36:57,R_29nLS74Dly4NvwG,Somewhat,Photography,No,No,AI_Deeplearning_GANS,No,2.0,1.0,2.0,,2.0,1.0,2.0,18 - 29,No,Male,True,False,False,False,False,False,False,False,False,False,False
78,2023-09-15 12:23:44,2023-09-15 12:37:58,R_3Rjwqe2aEnmJNRT,Yes,paint,Yes,Yes,AI art generally,Yes,3.0,,,local business,,,,30-49,No,Male,False,False,False,False,False,False,False,False,True,False,False
79,2023-09-15 12:22:39,2023-09-15 12:38:28,R_1l4aF9A9GFpEU22,Yes,sculpture,Yes,Yes,AI art generally,No,3.0,3.0,3.0,,3.0,3.0,3.0,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
80,2023-09-15 12:37:17,2023-09-15 12:39:26,R_3n0gOfoQ7jmKkRE,Yes,Photography,No,No,AI art generally,No,2.0,1.0,2.0,,3.0,3.0,1.0,30-49,No,Male,False,False,False,False,True,False,False,False,False,False,False
81,2023-09-15 12:36:40,2023-09-15 12:39:51,R_C7I9qbrtyaRahPz,Yes,Photography,Yes,No,AI art generally,Yes,1.0,1.0,,,1.0,3.0,1.0,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
82,2023-09-15 12:39:54,2023-09-15 12:41:39,R_3MRI5YEdWdUdEca,Yes,not artist,,,AI_Deeplearning_GANS,None of the above,1.0,1.0,1.0,,1.0,1.0,1.0,30-49,No,Male,False,True,False,False,False,False,False,False,False,False,False
83,2023-09-15 12:36:45,2023-09-15 12:41:59,R_32JRXzAdx57y6sS,Somewhat,Photography,Yes,No,AI art generally,No,1.0,,1.0,,3.0,2.0,,30-49,No,Male,False,False,False,False,True,False,False,False,False,False,False
84,2023-09-15 12:38:44,2023-09-15 12:42:40,R_1eFWvuuyPtmk8kO,Somewhat,Photography,Yes,No,none,No,,1.0,,,2.0,1.0,,65 or older,No,Male,False,False,False,False,True,False,False,False,False,False,False
85,2023-09-15 12:37:31,2023-09-15 12:42:55,R_4NmsT20VeRpB4I1,Somewhat,writing,Yes,No,AI art generally,No,,,,,,2.0,,50-64,No,Male,False,False,False,True,False,False,False,False,False,False,False
86,2023-09-15 12:39:45,2023-09-15 12:43:03,R_2pVQirLwY1pwBo4,Somewhat,music,Yes,No,LLMS,No,1.0,,1.0,,,1.0,,65 or older,No,Male,False,False,False,False,False,False,False,True,False,False,False
87,2023-09-15 12:41:33,2023-09-15 12:43:12,R_1ly21i6JJxGuOGx,Somewhat,Photography,Yes,No,AI art generally,No,,,,,,,2.0,30-49,No,Male,False,False,False,False,False,False,False,False,True,False,False
88,2023-09-15 12:37:53,2023-09-15 12:43:13,R_2WD1Wf4RTG2Pjyz,Somewhat,music,Yes,No,none,No,1.0,1.0,1.0,,3.0,1.0,3.0,30-49,No,Male,False,False,False,True,False,False,False,False,False,False,False
89,2023-09-15 12:38:43,2023-09-15 12:43:29,R_3iQKpmYOprPX1v2,Yes,designer,No,No,AI art generally,Yes,,,2.0,,,3.0,,30-49,No,Male,False,False,False,False,False,False,False,False,False,True,False
90,2023-09-15 12:41:29,2023-09-15 12:44:07,R_wMB7xoZs9zThiCZ,Somewhat,paint,Yes,No,none,No,1.0,3.0,1.0,,3.0,1.0,,30-49,No,Male,False,False,False,False,True,False,False,False,False,False,False
91,2023-09-15 12:41:36,2023-09-15 12:44:11,R_2S6UV021hPw2Buj,Somewhat,paint,Yes,No,AI art generally,No,2.0,2.0,2.0,,2.0,2.0,2.0,30-49,No,Male,True,False,False,False,False,False,False,False,False,False,False
92,2023-09-15 12:38:25,2023-09-15 12:44:26,R_30k4NKGrDDPaSAF,Somewhat,paint,Yes,Prefer not to respond,AI art generally,No,2.0,1.0,1.0,,,,2.0,30-49,No,Male,False,False,False,False,False,False,False,False,True,False,False
93,2023-09-15 12:33:17,2023-09-15 12:44:58,R_2y7mNO7xyWFcGgT,Yes,paint,Yes,Yes,AI art generally,Yes,3.0,1.0,3.0,,3.0,3.0,1.0,30-49,No,Male,False,False,False,True,False,False,False,False,False,False,False
94,2023-09-15 12:37:43,2023-09-15 12:45:22,R_6RJtUFsafNDW5G1,Somewhat,paint,No,No,AI art generally,No,3.0,2.0,1.0,,3.0,2.0,3.0,30-49,Yes,Male,False,False,False,False,False,False,False,False,True,False,False
95,2023-09-15 12:40:55,2023-09-15 12:45:47,R_3irJOIiLhEyY9yS,Yes,paint,No,No,AI_Deeplearning_GANS,Yes,3.0,,3.0,,2.0,,,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
96,2023-09-15 12:43:57,2023-09-15 12:45:50,R_1FEr9yuitEg9jMC,Somewhat,paint,Yes,No,AI_Deeplearning_GANS,No,2.0,2.0,2.0,,,2.0,,50-64,No,Male,False,False,False,True,False,False,False,False,False,False,False
97,2023-09-15 12:29:14,2023-09-15 12:46:22,R_1IW2pAFUANejXku,Somewhat,writing,No,No,AI art generally,No,1.0,1.0,2.0,,,2.0,,30-49,Yes,Male,False,False,False,False,True,False,False,False,False,False,False
98,2023-09-15 12:43:49,2023-09-15 12:46:55,R_2R35DaGwN6pP8ha,Yes,Photography,Yes,Yes,AI_Deeplearning_GANS,Yes,,3.0,3.0,,3.0,,3.0,18 - 29,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
99,2023-09-15 12:42:33,2023-09-15 12:46:55,R_xDfNCAAXJdRwe7D,Somewhat,Photography,Yes,No,AI art generally,Yes,,,1.0,,1.0,,3.0,30-49,Yes,Male,False,False,False,False,False,False,False,False,False,True,False
100,2023-09-15 12:44:01,2023-09-15 12:47:28,R_2a9TMrxdebPaad2,Somewhat,tattoo,Yes,No,none,No,2.0,2.0,2.0,,,2.0,1.0,30-49,No,Male,False,False,False,True,False,False,False,False,False,False,False
101,2023-09-15 12:45:13,2023-09-15 12:48:14,R_2uKkaxWvFID08X0,Yes,music,Yes,Yes,AI art generally,No,3.0,,2.0,,,2.0,,18 - 29,No,Male,False,False,False,True,False,False,False,False,False,False,False
102,2023-09-15 12:45:00,2023-09-15 12:48:45,R_0IGbRDqQVTAcIY9,Yes,paint,Yes,No,AI art generally,Yes,,3.0,3.0,,3.0,3.0,,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
103,2023-09-15 12:45:59,2023-09-15 12:48:47,R_0oiOYJGfuDpWWrL,Somewhat,Photography,Yes,No,AI art generally,No,1.0,2.0,,,,2.0,3.0,65 or older,No,Male,False,False,False,True,False,False,False,False,False,False,False
104,2023-09-15 12:46:44,2023-09-15 12:49:00,R_2RPKDCoDBKbiLu3,Yes,paint,No,No,AI art generally,No,3.0,3.0,3.0,,3.0,3.0,3.0,50-64,No,Male,False,False,False,True,False,False,False,False,False,False,False
105,2023-09-15 12:47:20,2023-09-15 12:49:23,R_21b2fPYxuFPRmnr,Somewhat,designer,Yes,No,AI art generally,Yes,1.0,1.0,,,,3.0,,18 - 29,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
106,2023-09-15 12:47:31,2023-09-15 12:49:31,R_2a8iMOlpLMnoar5,Yes,paint,Yes,Yes,AI_Deeplearning_GANS,No,2.0,2.0,,,,3.0,2.0,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
107,2023-09-15 12:44:09,2023-09-15 12:49:37,R_1PbeXIV0ibMMnHf,Somewhat,paint,Yes,No,AI art generally,Yes,3.0,2.0,3.0,,,,3.0,30-49,No,Male,False,False,False,False,False,False,False,False,False,True,False
108,2023-09-15 12:45:16,2023-09-15 12:49:47,R_1QyHz0wfdiHRyLR,Somewhat,tattoo,Yes,No,AI_Deeplearning_GANS,No,2.0,2.0,,,,2.0,,18 - 29,Yes,Male,False,False,False,True,False,False,False,False,False,False,False
